title,contents,url,source_site,crawled_at,fingerprint,metadata
제1조(목적),"이 법은 산업재해보상보험 사업을 시행하여 근로자의 업무상의 재해를 신속하고 공정하게 보상하며, 재해근로자의 재활 및 사회 복귀를 촉진하기 위하여 이에 필요한 보험시설을 설치ㆍ운영하고, 재해 예방과 그 밖에 근로자의 복지 증진을 위한 사업을 시행하여 근로자 보호에 이바지하는 것을 목적으로 한다.",https://www.law.go.kr/%EB%B2%95%EB%A0%B9/%EC%82%B0%EC%97%85%EC%9E%AC%ED%95%B4%EB%B3%B4%EC%83%81%EB%B3%B4%ED%97%98%EB%B2%95,law_industrial_accident,1757407726,2d2e71b404bf7a8a4746aced9ce687e3ab7b677bf5c75b52eb313ad692e2f263,"{'source': 'law.go.kr', 'category': 'statute', 'article_type': 'law_article'}"
제2조(보험의 관장과 보험연도),① 이 법에 따른 산업재해보상보험 사업(이하 “보험사업”이라 한다)은 고용노동부장관이 관장한다. <개정 2010. 6. 4.>,https://www.law.go.kr/%EB%B2%95%EB%A0%B9/%EC%82%B0%EC%97%85%EC%9E%AC%ED%95%B4%EB%B3%B4%EC%83%81%EB%B3%B4%ED%97%98%EB%B2%95,law_industrial_accident,1757407726,b2c619840257fdfad4da065c896475331018b416972318de35856238ea66e87e,"{'source': 'law.go.kr', 'category': 'statute', 'article_type': 'law_article'}"
제3조(국가의 부담 및 지원),① 국가는 회계연도마다 예산의 범위에서 보험사업의 사무 집행에 드는 비용을 일반회계에서 부담하여야 한다.,https://www.law.go.kr/%EB%B2%95%EB%A0%B9/%EC%82%B0%EC%97%85%EC%9E%AC%ED%95%B4%EB%B3%B4%EC%83%81%EB%B3%B4%ED%97%98%EB%B2%95,law_industrial_accident,1757407726,da5bd4c59b3e337bee041d58b683bc9498aea95d06428f58e4f7003a6bae63a2,"{'source': 'law.go.kr', 'category': 'statute', 'article_type': 'law_article'}"
제4조(보험료),이 법에 따른 보험사업에 드는 비용에 충당하기 위하여 징수하는 보험료나 그 밖의 징수금에 관하여는 「고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률」(이하 “보험료징수법”이라 한다)에서 정하는 바에 따른다.,https://www.law.go.kr/%EB%B2%95%EB%A0%B9/%EC%82%B0%EC%97%85%EC%9E%AC%ED%95%B4%EB%B3%B4%EC%83%81%EB%B3%B4%ED%97%98%EB%B2%95,law_industrial_accident,1757407726,09d56f1a32e66734cf8988f3b3c734013438d0f41bfe225ae0b47e5337be8f0a,"{'source': 'law.go.kr', 'category': 'statute', 'article_type': 'law_article'}"
제5조(정의),"이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2010. 1. 27., 2010. 5. 20., 2010. 6. 4., 2012. 12. 18., 2017. 10. 24., 2018. 6. 12., 2020. 5. 26.>",https://www.law.go.kr/%EB%B2%95%EB%A0%B9/%EC%82%B0%EC%97%85%EC%9E%AC%ED%95%B4%EB%B3%B4%EC%83%81%EB%B3%B4%ED%97%98%EB%B2%95,law_industrial_accident,1757407726,7d7471d3d6d563079fdff65cfdfd0b2914a817a82459d176581c5ebd9b7aeaff,"{'source': 'law.go.kr', 'category': 'statute', 'article_type': 'law_article'}"
제6조(적용 범위),"이 법은 근로자를 사용하는 모든 사업 또는 사업장(이하 “사업”이라 한다)에 적용한다. 다만, 위험률ㆍ규모 및 장소 등을 고려하여 대통령령으로 정하는 사업에 대하여는 이 법을 적용하지 아니한다.",https://www.law.go.kr/%EB%B2%95%EB%A0%B9/%EC%82%B0%EC%97%85%EC%9E%AC%ED%95%B4%EB%B3%B4%EC%83%81%EB%B3%B4%ED%97%98%EB%B2%95,law_industrial_accident,1757407726,7b15b3672b5b72b37b85b14eb7cbe3207e27189546e00b7e7d18c99acae0d76c,"{'source': 'law.go.kr', 'category': 'statute', 'article_type': 'law_article'}"
제7조(보험 관계의 성립ㆍ소멸),이 법에 따른 보험 관계의 성립과 소멸에 대하여는 보험료징수법으로 정하는 바에 따른다.,https://www.law.go.kr/%EB%B2%95%EB%A0%B9/%EC%82%B0%EC%97%85%EC%9E%AC%ED%95%B4%EB%B3%B4%EC%83%81%EB%B3%B4%ED%97%98%EB%B2%95,law_industrial_accident,1757407726,2b09eabef055f0cee5846c93172623db4e84a39f5fac5d51b7b66fc22da6b410,"{'source': 'law.go.kr', 'category': 'statute', 'article_type': 'law_article'}"
제8조(산업재해보상보험및예방심의위원회),"① 산업재해보상보험 및 예방에 관한 중요 사항을 심의하게 하기 위하여 고용노동부에 산업재해보상보험및예방심의위원회(이하 “위원회”라 한다)를 둔다. <개정 2009. 10. 9., 2010. 6. 4.>",https://www.law.go.kr/%EB%B2%95%EB%A0%B9/%EC%82%B0%EC%97%85%EC%9E%AC%ED%95%B4%EB%B3%B4%EC%83%81%EB%B3%B4%ED%97%98%EB%B2%95,law_industrial_accident,1757407726,587eec1e66f3884e04e9f166274d78fe0c3e11ae90138632178005220835ee7c,"{'source': 'law.go.kr', 'category': 'statute', 'article_type': 'law_article'}"
제9조(보험사업 관련 조사ㆍ연구),① 고용노동부장관은 보험사업을 효율적으로 관리ㆍ운영하기 위하여 조사ㆍ연구 사업 등을 할 수 있다. <개정 2010. 6. 4.>,https://www.law.go.kr/%EB%B2%95%EB%A0%B9/%EC%82%B0%EC%97%85%EC%9E%AC%ED%95%B4%EB%B3%B4%EC%83%81%EB%B3%B4%ED%97%98%EB%B2%95,law_industrial_accident,1757407726,1a39367f43a545264b410d496796b4cd64316a3f5790aba8d1d6dd2bca63bc95,"{'source': 'law.go.kr', 'category': 'statute', 'article_type': 'law_article'}"
제9조의2(산업재해근로자의 날),"① 산업재해에 대한 국민의 이해를 증진시키고 산업재해근로자의 권익 향상을 도모하기 위하여 매년 4월 28일을 산업재해근로자의 날로 하며, 산업재해근로자의 날부터 1주간을 산업재해근로자 추모 주간으로 한다.",https://www.law.go.kr/%EB%B2%95%EB%A0%B9/%EC%82%B0%EC%97%85%EC%9E%AC%ED%95%B4%EB%B3%B4%EC%83%81%EB%B3%B4%ED%97%98%EB%B2%95,law_industrial_accident,1757407726,7419b4eaf9cea8674f9438778e3c907ea783d2a560e64dd8a15ad1d8896225d0,"{'source': 'law.go.kr', 'category': 'statute', 'article_type': 'law_article'}"
제10조(근로복지공단의 설립),고용노동부장관의 위탁을 받아 제1조의 목적을 달성하기 위한 사업을 효율적으로 수행하기 위하여 근로복지공단(이하 “공단”이라 한다)을 설립한다. <개정 2010. 6. 4.>,https://www.law.go.kr/%EB%B2%95%EB%A0%B9/%EC%82%B0%EC%97%85%EC%9E%AC%ED%95%B4%EB%B3%B4%EC%83%81%EB%B3%B4%ED%97%98%EB%B2%95,law_industrial_accident,1757407726,58832bdfe1bc060d113606842400d76f963176e6cf143840ed22a66e2ae73fd9,"{'source': 'law.go.kr', 'category': 'statute', 'article_type': 'law_article'}"
제11조(공단의 사업),"① 공단은 다음 각 호의 사업을 수행한다. <개정 2010. 1. 27., 2015. 1. 20.>",https://www.law.go.kr/%EB%B2%95%EB%A0%B9/%EC%82%B0%EC%97%85%EC%9E%AC%ED%95%B4%EB%B3%B4%EC%83%81%EB%B3%B4%ED%97%98%EB%B2%95,law_industrial_accident,1757407726,ff2bd481d2ea75178e1d924e5721dad35e2e7cb82c98181fc0930aace93d6277,"{'source': 'law.go.kr', 'category': 'statute', 'article_type': 'law_article'}"
제12조(법인격),공단은 법인으로 한다.,https://www.law.go.kr/%EB%B2%95%EB%A0%B9/%EC%82%B0%EC%97%85%EC%9E%AC%ED%95%B4%EB%B3%B4%EC%83%81%EB%B3%B4%ED%97%98%EB%B2%95,law_industrial_accident,1757407726,e7081408732d52fe8b9c91b7f569a9b3a6a4ee3cc1a0b9dd9d601538445dcad1,"{'source': 'law.go.kr', 'category': 'statute', 'article_type': 'law_article'}"
제13조(사무소),① 공단의 주된 사무소 소재지는 정관으로 정한다.,https://www.law.go.kr/%EB%B2%95%EB%A0%B9/%EC%82%B0%EC%97%85%EC%9E%AC%ED%95%B4%EB%B3%B4%EC%83%81%EB%B3%B4%ED%97%98%EB%B2%95,law_industrial_accident,1757407726,4fef567ef4bec604dfe93deee9de344701b16174814db76ba0cbff4d96fefd98,"{'source': 'law.go.kr', 'category': 'statute', 'article_type': 'law_article'}"
제14조(정관),① 공단의 정관에는 다음 각 호의 사항을 적어야 한다.,https://www.law.go.kr/%EB%B2%95%EB%A0%B9/%EC%82%B0%EC%97%85%EC%9E%AC%ED%95%B4%EB%B3%B4%EC%83%81%EB%B3%B4%ED%97%98%EB%B2%95,law_industrial_accident,1757407726,389f16f9667ecd3aa4fb07797902b81f380882831aace86a89807ad10b6cb09b,"{'source': 'law.go.kr', 'category': 'statute', 'article_type': 'law_article'}"
제15조(설립등기),공단은 그 주된 사무소의 소재지에서 설립등기를 함으로써 성립한다.,https://www.law.go.kr/%EB%B2%95%EB%A0%B9/%EC%82%B0%EC%97%85%EC%9E%AC%ED%95%B4%EB%B3%B4%EC%83%81%EB%B3%B4%ED%97%98%EB%B2%95,law_industrial_accident,1757407726,88cf018c1c08ebe6a14aac9f9fed811d1ed23cf469261d37466ea0c99b6731fc,"{'source': 'law.go.kr', 'category': 'statute', 'article_type': 'law_article'}"
제16조(임원),① 공단의 임원은 이사장 1명과 상임이사 4명을 포함한 15명 이내의 이사와 감사 1명으로 한다. <개정 2010. 1. 27.>,https://www.law.go.kr/%EB%B2%95%EB%A0%B9/%EC%82%B0%EC%97%85%EC%9E%AC%ED%95%B4%EB%B3%B4%EC%83%81%EB%B3%B4%ED%97%98%EB%B2%95,law_industrial_accident,1757407726,629ac1191df851b36f8354a09b78d6b1bc4cb355cb8de0d8f7f4e816b33b3207,"{'source': 'law.go.kr', 'category': 'statute', 'article_type': 'law_article'}"
제17조(임원의 임기),"이사장의 임기는 3년으로 하고, 이사와 감사의 임기는 2년으로 하되, 각각 1년 단위로 연임할 수 있다. <개정 2010. 1. 27.>",https://www.law.go.kr/%EB%B2%95%EB%A0%B9/%EC%82%B0%EC%97%85%EC%9E%AC%ED%95%B4%EB%B3%B4%EC%83%81%EB%B3%B4%ED%97%98%EB%B2%95,law_industrial_accident,1757407726,db3e48c051beda15909fcc1805418737435923d49d8f32d1d1372e731bcc073f,"{'source': 'law.go.kr', 'category': 'statute', 'article_type': 'law_article'}"
제18조(임원의 직무),① 이사장은 공단을 대표하고 공단의 업무를 총괄한다.,https://www.law.go.kr/%EB%B2%95%EB%A0%B9/%EC%82%B0%EC%97%85%EC%9E%AC%ED%95%B4%EB%B3%B4%EC%83%81%EB%B3%B4%ED%97%98%EB%B2%95,law_industrial_accident,1757407726,0b0c2f6ec5253e60c335565388aacefaf03e471a269d3a6a251c890b51ee733f,"{'source': 'law.go.kr', 'category': 'statute', 'article_type': 'law_article'}"
