"정부의 ‘공공기관 선진화’ 정책에 따라 인원 감축 지침을 받았을 때, 귀하의 기관은 이를 어떻게 수행하기로 계획했나요? 그리고 단계적 감축 계획에 대한 귀하의 의견은 어떠한가요?"
"저희 기관은 원래 3~4년에 걸쳐 점진적으로 인원을 감축할 계획이었습니다. 저는 이 단계적 접근 방식이 직원들에게 충분한 전환 기간을 제공한다고 생각했습니다."
"주무부처로부터 인원 감축 지침을 받고, 왜 귀하의 기관은 그해에 바로 총 정원 감축을 결정했나요? 이러한 결정에 영향을 미친 요인들에 대해 상세히 설명해 주십시오."
"정부의 긴박한 정책 요구와 재정적 압박을 고려하여 기관은 즉각적인 조치를 취하기로 결정했습니다. 이 결정은 경영진의 논의 후 이루어졌으며, 장기적 비전과는 상충되는 결정이었습니다."
"희망퇴직을 실시한 후에도 목표 인원을 충족하지 못했을 때, 어떠한 기준으로 남은 인원을 직권면직하기로 결정했나요? 그리고 그 기준이 공정하다고 생각하시나요?"
"직권면직 대상자 선정은 근무성적과 피부양자 수를 기준으로 했습니다. 하지만 이 기준들이 공정하다고 보기는 어려웠으며, 많은 직원들에게 불안감을 조성했습니다."
"직권면직이 실시된 과정과 절차에 대해 설명해 주십시오. 해당 절차가 근로기준법 및 기타 관련 법률에 부합한다고 생각하시나요?"
"직권면직은 거의 사전 통보 없이 신속하게 진행되었고, 이는 근로기준법에 명시된 공정한 해고 절차를 따르지 않았습니다. 법적 요건에 명백히 부합하지 않았다고 생각합니다."
"근무성적과 피부양자 수를 기준으로 직권면직 대상자를 선정한 이유와, 이 기준들이 선택된 배경에 대해 자세히 설명해 주십시오."
"이 기준들은 임의적으로 선택되었고, 실질적인 근로 기여도나 헌신을 반영하지 않았습니다. 이는 단순히 인원 감축의 편의성을 위한 선택이었습니다."
"직권면직이 정리해고에 해당한다고 판단된 이유와, 정리해고로 간주될 경우 귀하의 기관이 준수해야 하는 법적 절차에 대해 설명해 주십시오."
"직권면직이 정리해고로 간주된 것은 대규모로 일괄적인 해고가 이루어졌기 때문입니다. 정리해고 시에는 공정한 선정 기준 설정, 사전 통지, 대체 고용 기회 모색 등의 절차를 준수해야 합니다."
"귀하의 기관이 해고를 회피하기 위한 노력을 충분히 다하지 않았다는 평가를 받은 구체적인 사례를 제시해 주십시오. 그리고 그 사례가 해고의 무효성에 어떤 영향을 미쳤나요?"
"해고 회피 노력 부족의 사례로는, 재배치나 재교육 프로그램의 부재, 그리고 직권면직 대상자에 대한 사전 협의나 경고의 결여를 들 수 있습니다. 이러한 사례들은 해고의 무효성을 강화하는 근거가 되었습니다."
"귀하의 기관에서 실시한 전직 및 명예퇴직, 희망퇴직 프로그램에 대해 설명해 주십시오. 이러한 프로그램이 제공한 조건들이 공정하고 투명했다고 생각하시나요?"
"저희 기관의 전직, 명예퇴직, 희망퇴직 프로그램은 직원들에게 선택권을 제공하고 일정 수준의 금전적 보상을 제공했습니다. 그러나 이러한 프로그램들이 모든 직원에게 동일하게 공정하게 적용되었다고는 보기 어렵습니다."
"직권면직 대상자 선정 기준이 근로기준법의 정신에 부합한다고 생각하시나요? 만약 부합하지 않는다면, 그 이유와 함께, 직권면직 결정이 가져올 수 있는 잠재적인 법적 문제에 대해 설명해 주십시오."
"선정 기준은 근로기준법의 정신, 특히 공정성과 동등한 대우의 원칙에 부합하지 않습니다. 이는 차별적 해고와 불평등한 대우를 초래할 수 있는 법적 문제를 야기할 수 있습니다."
"정부의 지침에 따라 단계적으로 인원을 감축하라는 취지가 있음에도 불구하고, 귀하의 기관이 한 해에 총 정원을 감축하기로 결정한 동기와 과정을 설명해 주십시오. 이 결정이 근로기준법상 정리해고의 절차와 원칙에 어떻게 부합하거나 위배되는지에 대해서도 설명해 주십시오."
"정부의 지침은 점진적인 인원 감축을 요구했지만, 재정적 압박과 정책 이행에 대한 긴박한 필요성으로 인해 기관은 더 신속한 감축을 선택했습니다. 이는 정리해고의 절차와 원칙, 특히 사전 통지와 대체 고용 기회 모색이라는 근로기준법상의 요구에 부합하지 않습니다."
