"판시사항","매매예약 완결권의 행사기간 및 채무자가 유일한 재산인 그 소유의 부동산에 관한 매매예약에 따른 예약완결권이 제척기간 경과가 임박하여 소멸할 예정인 상태에서 제척기간을 연장하기 위하여 새로 매매예약을 하는 경우, 채권자취소권의 대상인 사해행위가 되는지 여부"
"판결요지","민법 제564조가 정하고 있는 매매예약에서 예약자의 상대방이 매매예약 완결의 의사표시를 하여 매매의 효력을 생기게 하는 권리, 즉 매매예약의 완결권은 일종의 형성권으로서 당사자 사이에 행사기간을 약정한 때에는 그 기간 내에, 약정이 없는 때에는 예약이 성립한 때부터 10년 내에 이를 행사하여야 한다."
"판결요지","채무자가 유일한 재산인 그 소유의 부동산에 관한 매매예약에 따른 예약완결권이 제척기간 경과가 임박하여 소멸할 예정인 상태에서 제척기간을 연장하기 위하여 새로 매매예약을 하는 행위는 채무자가 부담하지 않아도 될 채무를 새롭게 부담하게 되는 결과가 되므로 채권자취소권의 대상인 사해행위가 될 수 있다."
"이유","민법 제564조가 정하고 있는 매매예약에서 예약자의 상대방이 매매예약 완결의 의사표시를 하여 매매의 효력을 생기게 하는 권리, 즉 매매예약의 완결권은 일종의 형성권으로서 당사자 사이에 행사기간을 약정한 때에는 그 기간 내에, 약정이 없는 때에는 예약이 성립한 때부터 10년 내에 이를 행사하여야 한다."
"이유","채무자가 유일한 재산인 그 소유의 부동산에 관한 매매예약에 따른 예약완결권이 제척기간 경과가 임박하여 소멸할 예정인 상태에서 제척기간을 연장하기 위하여 새로 매매예약을 하는 행위는 채무자가 부담하지 않아도 될 채무를 새롭게 부담하게 되는 결과가 되므로 채권자취소권의 대상인 사해행위가 될 수 있다."
"이유","원고는 소외인을 상대로 서울중앙지방법원 2004차23149호로 대위변제금 3,475,528원에 대한 지급명령을 신청하여 2004. 10. 26. 위 지급명령이 확정되었다."
"이유","이후 원고는 시효를 연장하기 위하여 같은 법원 2014가소551128호로 구상금을 청구하는 소를 제기하여 2014. 7. 30. 3,475,528원과 그 지연손해금의 지급을 명하는 이행권고결정을 받아 2014. 8. 21. 이 결정이 확정되었다."
"이유","소외인은 2005. 9. 5. 여동생인 피고와 제1심판결 별지 목록 기재 각 부동산에 관하여 매매예약을 하였는데, 매매대금 4,200만 원, 예약완결권 행사기한 2005. 12. 30.로 하고 그 이후에도 매매예약이 유효하게 존속하는 한 이를 행사할 수 있도록 정하였다."
"이유","그 후 소외인은 2005. 9. 20. 피고 앞으로 이 사건 부동산에 관하여 이 사건 제1매매 예약을 원인으로 소유권이전청구권가등기를 마쳤다."
"이유","소외인은 2015. 4. 6. 피고와 이 사건 부동산에 관하여 매매대금 4,200만 원, 예약완결권의 행사기한 2015. 6. 30.로 하고 그 이후에도 매매예약이 유효하게 존속하는 한 이를 행사할 수 있도록 정하여 매매예약을 하였다."
"이유","원심은 피고가 소외인에게 제1가등기에 관하여 2015. 9. 5. 제척기간 경과를 원인으로 말소등기절차를 이행할 의무가 있다고 판단하였다."
"이유","그 이유로 이 사건 제1매매 예약은 예약완결권 행사기한을 2005. 12. 30.로 하면서 그 이후에도 매매예약이 유효하게 존속하는 한 행사할 수 있도록 함으로써 그 기한을 확정하지 않았으므로 예약완결권은 제1매매 예약일부터 10년이 지난 2015. 9. 5. 제척기간 경과로 소멸하였다는 점을 들었다."
"이유","원심판결 이유를 관련 법리에 비추어 살펴보면, 원심의 판단에 상고이유 주장과 같이 제척기간이나 채권자 대위권에서 피대위권 소멸에 관한 법리를 오해한 잘못이 없다."
"이유","원심은 피고와 소외인의 이 사건 제2매매 예약이 취소되어야 하고, 피고는 소외인에게 제2가등기의 말소등기절차를 이행할 의무가 있다고 판단하였다."
"이유","그 이유로 소외인이 유일한 재산인 이 사건 부동산에 관한 이 사건 제1매매 예약에 따른 예약완결권의 제척기간 경과가 임박하여 소멸할 예정인 상태에서 피고와 이 사건 부동산에 관하여 다시 제2매매 예약을 한 것은 사해행위에 해당한다는 점을 들었다."
"이유","원심의 판단에 상고이유 주장과 같이 논리와 경험의 법칙에 반하여 자유심증주의의 한계를 벗어나거나 사해행위 성립, 채권자취소권의 제척기간 산정의 기산점 등에 관한 법리를 오해한 잘못이 없다."
"이유","피고의 상고는 이유 없으므로 이를 기각하고 상고비용은 패소자가 부담하기로 하여, 대법관의 일치된 의견으로 주문과 같이 판결한다."
