"판시사항","국가가 매수토지에 관한 소유권이전등기를 촉탁하면서 그 등기촉탁서에 등기의무자의 부동산 매도용 인감증명서만 첨부하고 그의 승낙서를 첨부하지 않은 사안에서, 위 소유권이전등기는 그 등기절차가 적법하게 진행되지 않은 것으로 볼 만한 의심스러운 사정이 있다."
"판시사항","위 등기의무자의 인감증명서를 부동산등기법 제36조 제1항의 승낙서와 동일한 것으로 취급하여야 할 아무런 근거도 없으므로, 그 추정력이 깨어졌다고 본 원심의 판단이 정당하다고 한 사례."
"이유","또 원고의 위 인감증명서를 부동산등기법 제36조 제1항 소정의 승낙서와 동일한 것으로 취급하여야 할 아무런 근거도 없으므로, 그 추정력은 깨어졌다고 판단하였다."
"이유","앞서 본 법리 및 부동산등기법 제36조 제1항의 규정 취지와 내용, 기록에 비추어 살펴보면 원심의 위와 같은 사실인정과 판단은 정당하고, 거기에 소유권이전등기의 추정력 및 입증책임 분배에 관한 법리오해, 채증법칙 위배, 심리미진 등의 위법이 없다."
"이유","원심은, 피고가 1979. 12.경 원고로부터 이 사건 각 토지를 매수하였으므로 이 사건 소유권이전등기가 실체권리관계에 부합하여 유효하다는 피고의 주장에 대하여 그 판시와 같은 이유를 들어서 이를 배척하였는 바이다."
"이유","관련 규정과 기록에 비추어 살펴보면 원심의 이러한 사실인정과 판단은 정당하고, 거기에 실체관계에 부합하는 등기에 관한 법리오해, 채증법칙 위배, 심리미진 등의 위법이 없다."
"이유","원고도 이 사건 계약서 작성시까지 경찰의 이 사건 각 토지 사용에 관하여 아무런 이의를 제기한 적이 없었으며, 또한 원고는 이 사건 각 토지에 대한 재산세를 납부한 적도 없다."
"이유","‘매도인과 매수인은 1979. 12.경 이 사건 각 토지에 관한 매매계약을 체결하고, 매수인은 매도인에게 대금을 모두 지급하고 매도인은 매수인에게 등기서류를 모두 인도하였으나, 계약서 등 등기서류 분실로 소유권 이전을 하지 못하였으므로 1979. 12.경 기 체결한 계약서에 갈음하기 위해 이 계약서를 다시 작성한다."
"이유","매도인은 이 계약서 작성시를 기준으로 매수인에게 소유권이전등기에 필요한 일체의 협력을 한다’고 기재되어 있으며, 원고는 같은 날 직접 동사무소에 가서 부동산 매도용 인감증명서 2통을 발급받아 위 경찰관들에게 교부하였다."
"이유","그럼에도 불구하고, 원심이 그 판시와 같은 이유로 원고의 이 사건 소유권이전등기말소청구를 인용한 것은 신의칙에 관한 법리를 오해하고 필요한 심리를 다하지 아니하여 판결에 영향을 미친 위법이 있다."
"이유","그러므로 나머지 상고이유에 대한 판단을 생략한 채 원심판결을 파기하고 사건을 다시 심리·판단하게 하기 위하여 원심법원에 환송하기로 하여, 관여 대법관의 일치된 의견으로 주문과 같이 판결한다."
