"판시사항","구 공공주택 특별법의 적용을 받는 임대주택의 임대인이 같은 법 시행령 제47조 제1항 및 표준임대차계약서 해당 조문 각호에 해당하는 사유가 없는 경우에도 임대차계약의 갱신을 거절할 수 있는지 여부/이에 위반되는 약정의 사법적 효력이 배제되는지 여부"
"판시사항","임대차계약의 기간만료 전 한국토지주택공사와 甲이 임대차 재계약을 한 사안에서, 한국토지주택공사와 甲의 임대차계약은 유효하게 갱신되었는데도, 임대차계약이 기간만료로 종료되었다고 본 원심판단에 법리오해의 잘못이 있다고 한 사례"
"판결요지","구 공공주택 특별법 제49조의2 제1항, 제2항에 의하면 공공임대주택에 대한 임대차계약을 체결하려는 자는 국토교통부령으로 정하는 표준임대차계약서를 사용하여야 한다."
"판결요지","표준임대차계약서에는 공공주택사업자 및 임차인의 권리·의무에 관한 사항 등이 포함되어야 하며, 제49조의3 제1항에 의하면 공공주택사업자는 임차인이 거짓이나 그 밖의 부정한 방법으로 공공임대주택을 임대받는 등 대통령령으로 정하는 사항에 해당하는 경우 임대차계약을 해제 또는 해지하거나 재계약을 거절할 수 있다."
"판결요지","위 조항에 따라 구 공공주택 특별법 시행령 제47조 제1항에서는 ‘거짓이나 그 밖의 부정한 방법’에 대하여 같은 항 각호의 어느 하나에 해당하는 경우를 규정한다."
"판결요지","구 공공주택 특별법 시행규칙 제32조 제1항 표준임대차계약서에서도 위 시행령 조항 각호 사유와 실질적으로 동일한 내용을 규정하고 있다."
"판결요지","따라서 구 공공주택 특별법의 적용을 받는 임대주택에 관해서는 위 법령 조항 및 표준임대차계약서 해당 조문 각호 중 하나에 해당하는 사유가 있는 경우라야 임대인이 임대차계약을 해제 또는 해지하거나 임대차계약의 갱신을 거절할 수 있다."
"판결요지","특히 앞서 본 각 규정들은 임차인의 주거생활 안정을 보장하기 위하여 임대사업자가 공공임대주택에 관한 임대차계약을 해제 또는 해지하거나 갱신을 거절하는 것을 제한하기 위한 것으로서 제정 목적과 입법 취지 등에 비추어 이에 위반되는 약정의 사법적 효력을 배제하는 강행규정으로 보아야 한다."
"판결요지","한국토지주택공사로부터 공공임대주택을 임차한 甲이 乙 OOO에 임대차보증금반환채권 일부를 양도하면서 乙 OOO의 승낙 없이는 임대차 재계약을 하지 않겠다고 약정하였다."
"판결요지","한국토지주택공사에 위 약정을 포함한 내용의 채권양도 사실을 통지하였는데, 임대차계약의 기간만료 전 한국토지주택공사와 甲이 임대차 재계약을 한 사안에서, 한국토지주택공사는 구 공공주택 특별법 시행령 또는 표준임대차계약서 해당 조문의 각호에서 정한 사유가 없는 한 임대차계약의 갱신을 거절할 수 없다."
"판결요지","이에 반하는 甲과 乙 새마을금고의 약정으로 위 규정의 적용을 배제할 수 없어 한국토지주택공사와 甲 사이에서는 유효하게 임대차계약이 갱신된 것인데도, 임대차계약이 기간만료로 종료되었다고 본 원심판단에 법리오해의 잘못이 있다고 한 사례."
"이유","소외인은 2016. 12. 28. 공공주택 특별법에 따른 공공임대사업을 영위하는 피고로부터 공공임대주택인 별지 목록 기재 부동산을 임대차보증금 15,220,000원, 월 차임 125,690원, 임대차기간 2017. 1. 1.부터 2018. 12. 31.까지로 각 정하여 임차하기로 하고, 그 무렵 위 부동산을 인도받아 현재까지 그곳에서 거주하고 있다."
"이유","소외인은 2018. 9. 28. 원고로부터 7,000,000원을 대출기간 2018. 9. 28.부터 2018. 12. 31.까지, 이자 연 6.11%로 각 정하여 대출을 받았다."
"이유","소외인은 원고에 대한 이 사건 대출금 채무의 지급을 위하여 2018. 9. 20. 원고에게 이 사건 계약에 따른 임대차보증금반환채권 중 9,100,000원을 양도하면서 원고의 승낙 없이는 임대인인 피고와 임대차 재계약을 하지 않겠다고 약정하였다."
"이유","2018. 9. 21. 피고에게 위 약정을 포함한 내용의 채권양도 사실을 통지하여 그 통지가 2018. 9. 27. 피고에게 도달하였다."
"이유","소외인은 2018. 12. 27. 피고로부터 이 사건 부동산을 임대차보증금 15,920,000원, 월 차임 131,470원, 임대차기간 2019. 1. 1.부터 2020. 12. 31.까지로 각 정하여 임차하기로 재계약하였다."
"이유","원심의 판단 원고는 이 사건 계약에 따른 임대차보증금반환채권 중 9,100,000원을 양수하였고 위 계약이 2018. 12. 31. 기간만료로 종료되었으므로 피고로부터 소외인의 이 사건 부동산 인도와 동시에 9,100,000원을 지급받아야 한다고 주장하였다."
"이유","원심은, 임대인이 임대차보증금반환채권의 양도통지를 받은 후에는 임대인과 임차인 사이에 임대차계약의 갱신이나 계약기간 연장에 관하여 명시적 또는 묵시적 합의가 있더라도 그 합의의 효과는 보증금반환채권의 양수인에 대하여는 미칠 수 없다."
